"GeneSymbol"
"TMEM186"
"EP400P1"
"AATF"
"EPG5"
"LOX"
"CNGB1"
"LOC339352"
"MYO1E"
"TMEM92"
"CACNA2D4"
"CACNG4"
"PPP2R1B"
"MIR23AHG"
"KCNQ5"
"VPS13C-DT"
"STEAP1"
"ATL1"
"HCFC1R1"
"PHLDB2"
"PEG3"
"SRPX"
"AGTR1"
"TOR3A"
"PCSK7"
"EMB"
"RPL37A"
"CCDC150"
"ACAP3"
"MCOLN3"
"KLF5"
"OPN3"
"TWSG1"
"TPGS2"
"GOPC"
"LRP5"
"POLR1A"
"SGCD"
"STING1"
"NGDN"
"TFB2M"
"MRAP"
"NAA15"
"C11orf40"
"ZFR2"
"TNFRSF10C"
"FOXA2"
"TNFAIP3"
"DCTN1-AS1"
"CACNB2"
"LPGAT1"
"CEP250"
"TUBGCP3"
"DUSP5P1"
"NFATC2"
"EML4"
"NEDD4L"
"IFNE"
"SLC2A3"
"ONECUT2"
"IGIP"
"RASA2"
"CLDN12"
"COMMD4"
"RUFY1"
"CTSC"
"TAB3"
"SLC25A27"
"NLGN4Y"
"SH3RF3-AS1"
"P2RY12"
"EPB41L4B"
"MBLAC1"
"PAX8-AS1"
"CWF19L2"
"MCTP2"
"TTC12"
"PCCA-DT"
"CSTF3"
"ZDHHC12-DT"
"PBX1"
"TPST2"
"USP31"
"ERAP2"
"CDK4"
"CNN3"
"NPIPB3"
"NPIPB4"
"NPIPB13"
"NPIPA2"
"NPIPB11"
"NPIPB5"
"LINC02580"
"AKR1B10"
"PRPF19"
"YWHAZ"
"LOC105371401"
"NDUFA6-DT"
"LOC102723722"
"MMP3"
"MYO18B"
"MTCL1"
"NRXN3"
"TRAK2"
"LRRC75A"
"LOC105378515"
"RGS20"
"KCTD1"
"ASPH"
"F2RL2"
"TP53AIP1"
"ITGB3BP"
"MPV17"
"TRAF3IP2"
"LYSMD2"
"ATP1B4"
"RHBDF2"
"CIMAP3"
"DNAH12"
"NPFF"
"BABAM2"
"LINGO2"
"NHS"
"FKBP1A"
"THAP11"
"NOL4L"
"PKLR"
"QKI"
"MAPT"
"ACTR5"
"ZNF396"
"SNCAIP"
"RUNX2"
"LOC100505498"
"CSNK1E"
"TPTEP2-CSNK1E"
"NUTM2A-AS1"
"NUTM2B-AS1"
"TRAT1"
"FXYD4"
"EML6"
"MAU2"
"SMARCD3"
"LOHAN2"
"CCDC74A"
"CCDC74B"
"LINC01133"
"C9orf72"
"SUPT3H"
"HEBP2"
"CSF2RB"
"PRDM16"
"RHBDL2"
"PEX19"
"IL2RG"
"PALMD"
"CDO1"
"CD1D"
"LRRC2"
"DNTTIP1"
"TRAF3IP2-AS1"
"SCN2B"
"GGCX"
"PDZRN3"
"KLHL20"
"ZNF638"
"MAPKAPK5"
"NKAIN4"
"OR2L13"
"TANK"
"CXCL3"
"NDUFAB1"
"FAM201A"
"PTK7"
"GPR149"
"AGBL3"
"ZFYVE26"
"FRMPD4"
"SEC14L2"
"TRIM4"
"ATG9B"
"ANKS1B"
"TSTD1"
"HLF"
"DTNB"
"MYCN"
"INSL4"
"RASA4"
"RASA4CP"
"RASA4B"
"EXOSC2"
"LBX1"
"MIR124-1HG"
"RSAD1"
"KCNK6"
"GXYLT2"
"CFI"
"XPC"
"MDFIC"
"MAPK4"
"DYNC1LI2"
"CGN"
"LINC00910"
"LINC02099"
"CCDC50"
"LPCAT4"
"TKFC"
"LINC01106"
"P3H4"
"SPANXA1"
"SPANXC"
"SPANXB1"
"SPANXA2"
"TM7SF2"
"HOXB5"
"PRMT6"
"ANTXR2"
"TTC21A"
"RAB7A"
"ZNF165"
"CNNM2"
"CCDC71L"
"LOC105374937"
"ILRUN-AS1"
"LINC01255"
"NCBP2AS2"
"SPRY1"
"HSF2BP"
"ATP11A"
"TMEM218"
"ITGB5"
"RPUSD4"
"AOX1"
"AKR1C2"
"PEX13"
"IL17D"
"WDR48"
"PLS1"
"ELOVL4"
"GSAP"
"CCDC13"
"KSR2"
"TMEM232"
"IFIT5"
"ALDOC"
"LOC101928728"
"VPS37C"
"FBXO32"
"CROT"
"CYP2J2"
"SFRP1"
"SYT6"
"NOX1"
"MAN2C1"
"CYGB"
"FAM43A"
"SDHAP1"
"HSPA6"
"ZNF692"
"UGT2B15"
"NOP9"
"TMEM107"
"PNMA2"
"MZT1"
"LRCH3"
"CACNA1C"
"HLA-C"
"LINC00934"
"CTAGE1"
"STX2"
"CCDC89"
"AGPAT4"
"LINC02860"
"FOXO1"
"TMEM132E"
"PLAGL1"
"ACIN1"
"MYCNOS"
"LOC101929762"
"BTN3A2"
"MIR646HG"
"ZNF197"
"PCF11"
"UROD"
"BCL2L14"
"SLC5A12"
"LOC102724965"
"CDC14A"
"ZSCAN9"
"ADO"
"COQ4"
"LINC02535"
"GSEC"
"TRPM1-AS1"
"COL4A5"
"BOLA3-DT"
"ZNF519"
"SLC22A8"
"STX4"
"LINC02603"
"MRPL18"
"SYTL3"
"SPATA17"
"HLA-F-AS1"
"KIT"
"RAB27B"
"ISL1"
"COL27A1"
"GLI3"
"STAC"
"ERVW-1"
"LOC389906"
"FAM239B"
"FAM239A"
"SLC30A4"
"SHLD1"
"VCAN"
"NCAM1"
"SEC24A"
"PEX26"
"UGT1A10"
"UGT1A8"
"UGT1A7"
"UGT1A6"
"UGT1A5"
"UGT1A9"
"UGT1A4"
"UGT1A1"
"UGT1A3"
"CFDP1"
"PCARE"
"SNORA78"
"SPDYE2"
"UBQLN3"
"C16orf46"
"PHB1P19"
"SKP2"
"EVI2B"
"SLC9A5"
"TP53I11"
"HKDC1"
"USP36"
"LOC101927310"
"NID2"
"PEX11A"
"EPN2"
"LRRC8C"
"FGF14-AS2"
"ECPAS"
"MIR4458HG"
"PPOX"
"MGAT3"
"P3H3"
"SPECC1"
"NELFCD"
"FAR2"
"AVL9"
"PAPPA"
"OR2A1-AS1"
"OR2A20P"
"OR2A9P"
"COG6"
"IGDCC4"
"IGF2BP3"
"GAS2L3"
"SLC67A1"
"TAF1C"
"NEDD9"
"GALNT3"
"MAPK8IP2"
"FAHD1"
"SRL"
"PDIA3"
"FBXL5"
"ACAP1"
"COPS8"
"CXorf65"
"FXR1"
"SHFL"
"ZFTRAF1"
"ST8SIA6-AS1"
"ALPK2"
"GRM1"
"TLCD5"
"SOX2"
"HEATR5A"
"MIR3150BHG"
"LOC101927636"
"PHF21A"
"TRUB2"
"LINC00511"
"LINC00673"
"ZNF503-AS2"
"THSD7B"
"CHEK2"
"ZNF546"
"CASC6"
"ELAC2"
"YIPF5"
"FMOD"
"TRIM38"
"GAA"
"DUSP21"
"SNRNP35"
"TPRG1"
"HNRNPU"
"TRIO"
"NKX3-1"
"PLG"
"LPA"
"KRT16"
"GREB1"
"CLCN4"
"MTAP"
"PIN4"
"SLC66A3"
"KCND3"
"ASB15"
"CYP3A4"
"FKBP7"
"MPI"
"SLC46A1"
"SEC23B"
"DAZ4"
"DAZ1"
"DAZ3"
"DAZ2"
"LINC02112"
"IDS"
"SPACA9"
"MICALL2"
"MAP7D3"
"DACT3"
"APOC3"
"HCG4B"
"MFAP3L"
"L1TD1"
"TRIM59"
"OSTF1"
"GAPLINC"
"RBM19"
"TLE4"
"GPNMB"
"PAH"
"GATA3"
"CDK3"
"TEN1"
"TEN1-CDK3"
"PARVA"
"SYT1"
"PCDH9"
"C11orf87"
"HSPA4L"
"GNB5"
"HDHD5"
"NRN1"
"PDCD6"
"HPSE"
"ZNF365"
"CALN1"
"NEIL2"
"CFAP46"
"TIMM23"
"ADGRL1"
"DDX59-AS1"
"FRY"
"CD86"
"MTMR6"
"COLEC12"
"MCFD2"
"PRR11"
"NEURL3"
"PIP5K1B"
"CLTCL1"
"STOM"
"MFGE8"
"C19orf33"
"PACS2"
"GPN2"
"PRDM5"
"IRS1"
"SIRT2"
"GTPBP4"
"IDI2"
"TEAD2"
"LINC02749"
"ARMH1"
"FGFR1OP2"
"HS1BP3"
"UBTF"
"MIPEP"
"TAB2"
"TMC5"
"LOC105370832"
"METTL17"
"SOD2"
"SOD2-OT1"
"ECH1"
"LRRC37A8P"
"ARFGEF3"
"IL17RD"
"RNF31"
"ORMDL3"
"POLR3H"
"UGGT1"
"ABCC3"
"HK2"
"PER3"
"AP3B1"
"VSTM4"
"GPD1L"
"UBE3B"
"CENPL"
"DENND1B"
"WNT9A"
"ACAT1"
"SALL3"
"SOX21"
"MYC"
"CLEC16A"
"SCAF11"
"TRABD2B"
"CSRNP3"
"SLC25A41"
"PABPN1"
"BCL2L2-PABPN1"
"TAAR2"
"ALX3"
"CKB"
"TMEM33"
"YWHAH"
"IAH1"
"URB1-AS1"
"PERP"
"ARV1"
"CHRNA3"
"ITGB6"
"LINC02478"
"EBPL"
"IFT122"
"SSX2IP"
"NIPA1"
"FAM229A"
"CATSPERG"
"PIWIL2"
"IRX2"
"PARM1"
"NRSN2-AS1"
"PDE1C"
"PDZK1"
"CLDN4"
"SEPTIN6"
"PTK2B"
"BORCS6"
"WDR41"
"ANKLE2"
"PIK3C2B"
"NFX1"
"CAAP1"
"ZNF514"
"COX17"
"SIM2"
"DNAAF6"
"NFATC1"
"CD151"
"CCDC69"
"TRIM27"
"C1GALT1C1L"
"GART"
"ARG1"
"RRP36"
"CCNB1IP1"
"CRYZ"
"ELAVL2"
"RPLP2P1"
"DDIT4L"
"PGM2L1"
"ZBTB48"
"CYP4F3"
"CYP4F2"
"TMEM144"
"AMER2"
"TH2LCRR"
"TLN1"
"RBM48"
"PCOTH"
"NAT14"
"STAMBP"
"LINC01431"
"CAPS"
"ZNF19"
"TMEM80"
"DNAJC27"
"KLHDC7A"
"LRRC28"
"ZFY"
"EFCAB14"
"WAC-AS1"
"RPL7L1"
"SFSWAP"
"NDUFS2"
"PCOLCE2"
"ERP27"
"STX8"
"ABTB1"
"PDZD2"
"IL1RL1"
"PTCH1"
"CD99L2"
"EGR4"
"GUF1"
"DOCK8-AS1"
"LINC00923"
"CA2"
"DTD2"
"ZFPM2"
"LINC00423"
"STK32B"
"DIO2"
"ANKRD39"
"ANKRD23"
"SLC26A6"
"LINC01139"
"FCAR"
"LIAT1"
"ACTR8"
"BCL11B"
"CACNB4"
"EPS15"
"TXNRD1"
"TWF1"
"ZMYM6"
"PHC3"
"SOX12"
"LINC02610"
"CCDC30"
"SOX6"
"SLC16A4"
"GAS5-AS1"
"JAZF1-AS1"
"NRAV"
"PPCDC"
"SDC1"
"PSMD5"
"RBM41"
"WWOX"
"EMX2"
"SARDH"
"TMEM106A"
"NEIL3"
"MOB1A"
"GP5"
"SBNO1"
"MRPL57"
"RGS1"
"C12orf60"
"ASPHD2"
"ZWILCH"
"NRXN1"
"KCNQ2"
"DTNA"
