GeneSymbol
DEFB105B
MCF2L-AS1
ZDHHC22
FLJ30679
JDP2
PDC
TCF7L2
DMRTC1
LOC100506651
LOC100129148
YBEY
NRCAM
LOC284276
LOC729995
XLOC_010326
XLOC_005238
TDRD9
LOC100509780
STC1
SLC38A1
ENPP7
AFF3
FLJ34503
XLOC_l2_008546
LRP5L
GABRB1
PDGFB
VIT
ADARB2
EVI5
LOC729732
GPX3
RAB31
POGK
XLOC_011671
XLOC_005569
XLOC_003742
GNAS
XLOC_l2_009811
DDX58
CSN1S1
CCDC168
LOC100506606
XLOC_l2_005933
XLOC_l2_013972
SLC26A1
FLJ46906
TCF15
XLOC_010665
XLOC_005331
BARHL1
CNTNAP2
XLOC_003235
XLOC_l2_005916
XLOC_005901
XLOC_010496
XLOC_l2_008221
POSTN
JSRP1
LOC100507100
CYP2B6
XLOC_010931
XLOC_l2_014589
LOC387723
HAO2
MEGF6
STRN3
PYROXD2
TEX21P
CCDC136
BOD1P
IMPG1
OR51A7
XLOC_l2_014827
LOC126536
LOC390705
FAM199X
NTNG1
ANKRD17
ZNF589
AP1S3
LOC441268
CDH3
ALS2CR11
XLOC_000429
ADAMTS15
LOC100131248
2007-09-01 00:00:00
XLOC_008370
WDR86
LOC497257
LBP
XLOC_012682
XLOC_007393
LOC100128131
AGPAT4
SLFN12
FLJ38717
HOTAIR
MIXL1
RNF182
XLOC_004573
CXorf58
FBXO3
XLOC_003734
BCL11A
XLOC_l2_007135
SNORD22
LOC440132
XLOC_014101
XLOC_011577
XLOC_l2_012163
MCF2L
XLOC_007769
IP6K3
LOC100507367
AKAP5
XLOC_004669
XLOC_010525
FAM7A1
KLHL35
XLOC_013788
XLOC_004292
XLOC_009869
KCNH2
MYH11
OVGP1
SNHG1
ABLIM1
USP49
SVEP1
MLLT6
XLOC_000778
OBFC1
CA9
PODXL
XLOC_008556
XLOC_002473
PRKCQ
NRN1
ATP2B2
DKFZp761E198
DOK7
ADAMTSL1
LRRC61
ETV1
MPHOSPH6
LOC100507280
UCHL5
POMP
XLOC_004420
LOC221442
MDM2
LOC100507418
XLOC_001865
XLOC_006686
ZEB1-AS1
THAP7-AS1
XLOC_001317
XLOC_001412
XLOC_004984
LOC400706
XLOC_l2_010831
ZNF720
XLOC_l2_015213
CASR
XLOC_009349
C2CD4B
AMTN
XLOC_009302
PPFIA2
LOC100128682
SNORA65
XLOC_l2_000941
CA5B
LOC100129399
LOC100507242
XLOC_000625
LOC100288842
KLK3
LRCH1
WNK2
XLOC_l2_011987
ANKDD1A
XLOC_009562
GRIA3
XLOC_l2_013458
XLOC_012169
VCX2
AKT1S1
XLOC_004169
AGMAT
RHOXF2
XLOC_012379
PRB3
ZNF816-ZNF321P
XLOC_l2_007880
XLOC_011947
SBK1
C12orf54
CRHBP
ERVK13-1
SLC37A1
SPEG
CRIP3
FZD2
CCDC160
FAM22D
MAGIX
XLOC_009969
XIAP
LINC00313
TRIM11
TMEM114
XLOC_007725
MFAP2
THEM5
STARD9
TSNARE1
XLOC_l2_001414
KCNK6
LOC282980
FUT11
LOC728052
XLOC_002919
TPK1
PNLIP
NLRP2
XLOC_005592
H3F3A
XLOC_l2_013314
NRG1
ZNF140
TP53I11
ZNF503-AS2
LOC100133145
LOC100506769
LOC100505695
OR10J5
MYH9
XLOC_002690
ZCRB1
S1PR1
XLOC_013298
ETV2
XLOC_005252
XLOC_006462
DCAF8
SARDH
XLOC_002892
MT1G
DAZAP1
PGA3
GAFA1
CDHR1
XLOC_000947
MAP6
ABHD14A
ARMCX3
INO80C
FAM155B
LOC100289090
LOC100293977
XLOC_010243
SGK3
XLOC_011883
AIG1
CCL18
LOC100286844
HDC
NFIA
CRIP2
GYLTL1B
POTEE
OSBPL10
MCM5
PPP1CC
LOC338799
CPEB3
XLOC_l2_006648
XLOC_l2_001011
WNT8A
VSTM4
XLOC_l2_005179
SNX29
CCDC73
FAM182B
ATG4C
XLOC_004111
XLOC_000462
TPRX1
APOH
XLOC_003146
BTNL8
SCARA3
TRANK1
XLOC_006954
LOC729681
XLOC_012710
PRB1
XLOC_003061
LOC100507259
IFFO1
XLOC_l2_014234
COA5
LOC650368
SLC9A3R1
TFDP2
MAN2A1
FAM200B
LOC440944
ABR
XLOC_013611
MCF2
CLYBL
PCNX
NT5DC4
XLOC_009850
RYR1
XLOC_006862
XLOC_008272
XLOC_003358
RBPJ
RNF103
XLOC_009724
XLOC_l2_013835
GAGE7
GSDMB
XLOC_002452
LOC646719
CARKD
NIM1
POLR2E
IVNS1ABP
XLOC_001353
XLOC_l2_000421
LOC653550
LDLRAD1
TMC5
LOC650226
XLOC_010834
XLOC_012393
C5orf44
TMEM239
XLOC_011396
TMEM106A
MMAA
ZNF865
CLCNKA
C14orf142
FLJ33534
FTCD
2005-09-01 00:00:00
HN1
OR52I2
XLOC_006892
PRR14L
XLOC_013559
C12orf76
