"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
63.3113349066847,-0.947756971646632,0.345984047508751,-2.73930829606431,0.00615686091021636,0.426946048811772
932.041476603999,-0.598327520285155,0.236629947133247,-2.52853676186741,0.0114539090697856,0.528368825389208
1.29590699901226,2.74892678970235,0.988613537930012,2.78058784776318,0.00542605767600922,NA
180.200102599663,0.667755017873505,0.293148152084564,2.27787558313135,0.0227339914207662,0.684628399338311
9.49088630894883,-0.989210276782539,0.422804681190934,-2.33963889424352,0.0193023927979688,0.646164352163028
35.7928453740487,0.615845250834151,0.308495629031503,1.99628517514996,0.0459028907764732,0.775489937998032
15.7057199512697,-0.735487451926026,0.371659752895652,-1.97892681732618,0.0478242464200011,0.78104373923368
153.106244731818,-0.522046129413494,0.222427326035215,-2.34704134028407,0.0189231550849483,0.639505600050303
2.20857798694877,1.67024626372022,0.755004644427619,2.2122330982301,0.0269505630096496,0.714469070670152
24.2122657178949,-0.936136350045068,0.445318594863127,-2.10217215459597,0.0355381980774581,0.756072680434931
39.552378978756,-1.71920753050021,0.512707231852745,-3.35319539825407,0.000798842886652618,0.181978382031038
342.455473325055,-0.530460650487535,0.229648882212333,-2.30987691025237,0.0208949697270327,0.665896340938181
47.3069799311438,-1.13823907944656,0.441992661191286,-2.57524429563764,0.010016930880369,0.505279734299992
4176.89559268775,-0.563871459316943,0.271102982891691,-2.07991610163218,0.0375332288802478,0.766651604047534
32.4730334067713,-0.675061268706347,0.340583202511853,-1.98207446441183,0.0474709070598574,0.780436984363491
391.789219804687,-0.613540741196512,0.26550232335353,-2.31086769202977,0.0208401640904793,0.665298802417862
12.9099543889118,-2.42449820777566,0.882524095230222,-2.74723174231655,0.00601006517837018,0.4260593377723
145.869608693248,0.951694019772616,0.421422466733626,2.25828970901584,0.0239276034608065,0.693400924082707
29.0189731910042,-0.660100308156806,0.333578789365401,-1.97884376705299,0.0478335990844819,0.78104373923368
19.8320478516789,-1.21645873268758,0.440084922126468,-2.76414544449673,0.00570720937923322,0.4260593377723
2.6447073735676,-2.78395592448585,1.03470787645211,-2.69057188781794,0.00713296651749293,0.4566408281792
295.961298176181,-1.62568402536382,0.414285574462547,-3.92406621319803,8.70667883852823e-05,0.083293770149104
2.34467428030512,2.22651453152108,1.0152645719224,2.19303873403676,0.0283045884809167,0.733896996419705
116.280936164396,-1.01199759652909,0.436580380760333,-2.31800978955268,0.020448789024845,0.660240483635797
20.765863229671,-1.96306616099343,0.633180487750533,-3.100326366606,0.00193307514350913,0.286555259802122
12.2490387234009,-1.27973751594177,0.525043999968894,-2.43739099202655,0.0147936738232389,0.582031704448623
27.3608967179588,-0.783722891689558,0.393505167314544,-1.99164574391242,0.0464099405893233,0.775563304779895
52.1793305458896,-1.17364379645616,0.57071650613261,-2.05643920202907,0.0397402009046583,0.767474727224711
8.04114519767838,-1.36899311056974,0.573559882181502,-2.38683553905976,0.0169940916210272,0.617273579903926
610.320194580688,-0.634412646594387,0.293062212464483,-2.16477123153936,0.0304052089710494,0.736950820139587
175.300164269268,-0.630124958887238,0.286994425247846,-2.19559999586427,0.0281205865466542,0.731536193510697
154.802894095768,-0.717003889257199,0.275269999029595,-2.60472950842752,0.00919468170994885,0.497537439624564
4.04715745444859,1.24106300919027,0.576974710759095,2.15098337249039,0.0314775121193304,0.738021669156142
25.0835038931763,-0.818518234747912,0.409379968030729,-1.99940959174258,0.0455640549729303,0.775489937998032
7.9591934753686,1.11344040749108,0.418323033149792,2.66167607149755,0.00777526640967923,0.469223272071701
1280.50393743106,-1.01763725822201,0.478924830426472,-2.12483712175839,0.0336002061305553,0.750065088177289
629.982234641715,-0.715484162576403,0.312273662040343,-2.29120880032454,0.0219513402289504,0.682247601990896
