"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"203217_s_at",0.673607499999998,7.91822625,3.24596751310492,0.00971823548718075,0.999986929681086,-3.68526938851719
"236453_at",0.898235000000002,7.8861675,3.24332061787606,0.00976009599634028,0.999986929681086,-3.68624849952317
"227948_at",1.3488325,6.01436875,3.24152285314988,0.00978863395049474,0.999986929681086,-3.68691391722324
"204235_s_at",0.930407500000001,8.58862625,3.23863847368424,0.00983460155010106,0.999986929681086,-3.68798221958922
"205381_at",1.2601625,8.82029125,3.23857714351511,0.00983558137509921,0.999986929681086,-3.6880049439767
"229824_at",0.934940000000006,7.71638,3.23502093955936,0.00989256923094142,0.999986929681086,-3.68932326434519
"216005_at",-0.602542499999999,5.01966625,-3.23406553521269,0.00990793765638601,0.999986929681086,-3.68967766217512
"201559_s_at",0.5075425,10.14632875,3.2333898995386,0.00991882069559138,0.999986929681086,-3.68992833877771
"204897_at",1.168755,6.532785,3.22604974959714,0.0100378549525327,0.999986929681086,-3.69265470570978
"221031_s_at",0.751505000000001,6.97895,3.21746643515519,0.0101789258904885,0.999986929681086,-3.69584978866511
"230263_s_at",0.514405,8.71123,3.21206100306974,0.0102688175388309,0.999986929681086,-3.69786577592515
"235004_at",1.03147,8.9704125,3.20906888682745,0.0103189285805203,0.999986929681086,-3.69898298167157
"213909_at",-1.2000025,9.76081125,-3.20133874535703,0.0104495641705941,0.999986929681086,-3.70187350133468
"201308_s_at",0.645029999999998,6.595285,3.19715028168006,0.0105210599662396,0.999986929681086,-3.70344222425107
"235719_at",-1.0645025,5.50312375,-3.19511180860523,0.0105560387658277,0.999986929681086,-3.7042063469355
"237442_at",-0.536417500000001,4.69323875,-3.19503721404734,0.0105573210339213,0.999986929681086,-3.70423431674875
"203887_s_at",-0.927877499999999,9.49145375,-3.19242298868359,0.01060236093373,0.999986929681086,-3.70521489790497
"204271_s_at",-0.774612499999999,6.16224875,-3.17585065559265,0.0108925373963981,0.999986929681086,-3.71144721718984
"229667_s_at",-0.641117500000001,6.92031625,-3.17536825452788,0.010901105896501,0.999986929681086,-3.71162904966316
"1559965_at",0.963402500000001,6.31642875,3.15605916616646,0.0112498531154678,0.999986929681086,-3.71892660318008
"226218_at",1.1124275,8.83501375,3.15512308509596,0.0112670497385565,0.999986929681086,-3.71928133763616
"211708_s_at",-0.761055000000002,8.2658425,-3.14905858305361,0.0113791188030954,0.999986929681086,-3.72158166619688
"202468_s_at",0.535449999999999,10.2482,3.1483917477841,0.0113915115619262,0.999986929681086,-3.72183483023771
"242856_at",0.9446475,6.75312625,3.14050915291005,0.0115390643074788,0.999986929681086,-3.72483085571916
"224435_at",-1.4444625,6.17539625,-3.12784052982627,0.0117803470098123,0.999986929681086,-3.729659072217
"244455_at",0.53681,4.641485,3.12303713156448,0.0118731852106351,0.999986929681086,-3.7314939452712
"1552487_a_at",-0.741507500000001,7.11795125,-3.11954723501677,0.0119411091132197,0.999986929681086,-3.73282852124437
"1556173_a_at",-0.515442500000002,5.71805375,-3.11050944232775,0.0121188785519592,0.999986929681086,-3.73629035641501
"215039_at",-0.877265000000001,6.6398125,-3.10607608334978,0.0122070749283837,0.999986929681086,-3.73799150314016
"228299_at",0.622025000000002,10.9677875,3.09897710934897,0.0123496791900266,0.999986929681086,-3.74071958447972
"213496_at",1.31804,6.3115325,3.09518714578006,0.0124265130122492,0.999986929681086,-3.74217810209184
"1558944_at",-0.556960000000001,5.074225,-3.08970467256101,0.0125385305395344,0.999986929681086,-3.74429049902855
"244350_at",0.867455000000001,6.878,3.08927383281368,0.0125473773441557,0.999986929681086,-3.74445662875659
"205105_at",0.546574999999997,9.7571175,3.08541780668223,0.0126268429699063,0.999986929681086,-3.74594431841293
"228989_at",-0.631652500000001,6.98579625,-3.08163057787114,0.012705394816232,0.999986929681086,-3.7474069085818
"206552_s_at",-1.036845,3.436485,-3.07689325905696,0.0128043607704523,0.999986929681086,-3.74923842562369
"230276_at",-0.526492500000001,4.33062125,-3.07678174930545,0.0128066998146429,0.999986929681086,-3.74928156384733
"222780_s_at",-0.963927499999999,6.36301375,-3.07650705851368,0.0128124636417143,0.999986929681086,-3.74938783492503
"224937_at",-0.569647500000002,9.09114875,-3.06995641744732,0.0129507086132415,0.999986929681086,-3.75192433976089
"1557080_s_at",0.518154999999998,9.793475,3.06794554520441,0.0129934530498813,0.999986929681086,-3.75270383485537
"201416_at",-0.925445,9.2397975,-3.06482864874922,0.0130599946758733,0.999986929681086,-3.75391286319794
"204933_s_at",1.2657925,9.39133875,3.06433764037049,0.0130705089464609,0.999986929681086,-3.75410341079626
"204237_at",0.9260625,9.55249125,3.05919395899915,0.013181178134087,0.999986929681086,-3.75610097765793
"203399_x_at",-1.018625,9.0444325,-3.05717072111757,0.0132249726785065,0.999986929681086,-3.75688742812302
"242722_at",0.635175000000004,11.1366375,3.05675016582652,0.0132340946743925,0.999986929681086,-3.7570509526073
"208964_s_at",-0.591085,9.98819,-3.04949868776278,0.0133924024845977,0.999986929681086,-3.75987329866805
"222734_at",-1.29199,7.8653575,-3.04782353274094,0.0134292487542404,0.999986929681086,-3.76052602513409
"216268_s_at",0.814380000000002,9.799305,3.02799128264792,0.0138734684448762,0.999986929681086,-3.76827474061456
"201724_s_at",0.567745000000006,9.9082925,3.02475271560167,0.0139474286579682,0.999986929681086,-3.76954377035839
"201162_at",0.702824999999995,13.2407125,3.02287028888602,0.0139906040392724,0.999986929681086,-3.77028187141853
"204932_at",1.2410225,8.97959125,3.01472523561098,0.0141790050206859,0.999986929681086,-3.77347956261404
"206644_at",-0.62628,5.52148,-3.00083859150325,0.0145062339771028,0.999986929681086,-3.77894634741534
"226047_at",0.723177500000002,9.17568875,2.99038900037413,0.0147575676737451,0.999986929681086,-3.78307247771353
"1558846_at",-0.5569025,5.31536125,-2.98570762068718,0.0148716070691614,0.999986929681086,-3.78492441841567
"228121_at",0.605735000000001,6.5614275,2.98349758573916,0.0149257572282428,0.999986929681086,-3.78579944235123
"201656_at",0.686677499999998,8.20466125,2.98063116207756,0.0149962911037572,0.999986929681086,-3.78693505828493
"226237_at",1.366025,9.458695,2.97132227252455,0.0152277170106984,0.999986929681086,-3.79062853721084
