gene,logFC,P.Value,adj.P.Val
ADCY4,0.4746325,0.0787056321810643,0.999986929681086
ADCY5,-0.0913274999999985,0.401671188027938,0.999986929681086
ADCY6,-0.0883575000000016,0.497969739341963,0.999986929681086
ADCY6-DT,-0.0980875000000001,0.307800457875073,0.999986929681086
ADCY7,0.0366049999999998,0.783223750677271,0.999986929681086
ADCY8,0.122674999999996,0.464690305017101,0.999986929681086
ADCY9,0.130259999999998,0.240531254632662,0.999986929681086
ADCYAP1,0.126105000000002,0.302642144066879,0.999986929681086
ADCYAP1R1,0.130685000000001,0.333354425266615,0.999986929681086
ADD1,-0.0880524999999999,0.449569700887946,0.999986929681086
ADD2,0.222965,0.105258751486783,0.999986929681086
ADD3,0.513299999999999,0.0224133098507879,0.999986929681086
ADD3-AS1,0.208310000000001,0.173670699154191,0.999986929681086
ADGB,-0.1692275,0.215596565144762,0.999986929681086
ADGB-DT,0.15925,0.332235604872201,0.999986929681086
ADGRA1,-0.0980550000000004,0.341467298013722,0.999986929681086
ADGRA2,-0.284042500000002,0.565170695735415,0.999986929681086
ADGRA3,-0.296780000000002,0.0820161228820854,0.999986929681086
ADGRB1,0.14751,0.333711648399005,0.999986929681086
ADGRB2,0.154002500000001,0.454165234959214,0.999986929681086
ADGRB3,-0.00171000000000054,0.986317523597499,0.999986929681086
ADGRB3-DT,0.0577774999999985,0.60810550202244,0.999986929681086
ADGRD1,0.405237499999997,0.129405917243947,0.999986929681086
ADGRD2,-0.00911750000000033,0.952602759281245,0.999986929681086
ADGRE1,0.151350000000002,0.29737929027373,0.999986929681086
ADGRE2,-0.0279849999999993,0.792706394422998,0.999986929681086
ADGRE3,0.103887500000001,0.421999051218759,0.999986929681086
ADGRE5,0.074704999999998,0.788928207600828,0.999986929681086
ADGRF1,0.139394999999999,0.133989846786968,0.999986929681086
ADGRF2P,0.0450574999999995,0.704087324700005,0.999986929681086
ADGRF3,0.0773824999999997,0.538174673457751,0.999986929681086
ADGRF4,-0.0852300000000001,0.479257393453306,0.999986929681086
ADGRF5,0.357152499999998,0.0883351563019605,0.999986929681086
ADGRF5-AS1,-0.0115750000000001,0.907056622015885,0.999986929681086
ADGRG1,-0.752995000000002,0.0224564152972509,0.999986929681086
ADGRG2,0.164777500000001,0.124149002277199,0.999986929681086
ADGRG3,-0.0631049999999975,0.640173679058904,0.999986929681086
ADGRG4,0.107645,0.563275461206753,0.999986929681086
ADGRG5,0.0443375000000001,0.765078197424411,0.999986929681086
ADGRG6,0.109964999999999,0.719860935933198,0.999986929681086
ADGRG7,-0.0308850000000005,0.865965766885696,0.999986929681086
ADGRL1,-0.4026475,0.0683838017258397,0.999986929681086
ADGRL2,0.340707500000002,0.22003335044906,0.999986929681086
ADGRL3,-0.0979925000000006,0.334832224142283,0.999986929681086
ADGRL4,0.374725,0.00642785239149145,0.999986929681086
ADGRV1,0.130710000000001,0.335979285191346,0.999986929681086
ADH1A,0.0298974999999997,0.83701837540587,0.999986929681086
ADH1B,-0.1329275,0.405147123988998,0.999986929681086
ADH1C,-0.0536600000000007,0.580755699608662,0.999986929681086
ADH4,0.1548825,0.186946597915468,0.999986929681086
ADH5,-0.0949750000000016,0.342472640814407,0.999986929681086
ADH6,0.0630850000000001,0.683519927787591,0.999986929681086
ADH7,0.1799675,0.159283962005045,0.999986929681086
ADHFE1,0.043447500000001,0.716106147932871,0.999986929681086
ADI1,0.489949999999999,0.00757203446744954,0.999986929681086
ADIG,-0.0586399999999996,0.695977786360041,0.999986929681086
ADIPOQ,0.05898,0.617163258623842,0.999986929681086
ADIPOR1,0.111287500000003,0.545524424721465,0.999986929681086
ADIPOR2,-0.0335424999999958,0.774509472032123,0.999986929681086
ADIRF,0.548012499999999,0.187807238766159,0.999986929681086
ADIRF-AS1,-0.0100949999999997,0.94753641082094,0.999986929681086
ADISSP,-0.0863150000000026,0.523405777767904,0.999986929681086
ADK,0.197904999999995,0.430627277781017,0.999986929681086
ADM,-0.0528000000000013,0.831814931571119,0.999986929681086
ADM2,0.129660000000001,0.287015473961784,0.999986929681086
ADM5,0.00407249999999948,0.97803751294629,0.999986929681086
ADNP,-0.0320000000000036,0.781966517601441,0.999986929681086
ADNP2,0.123027500000001,0.330154700344917,0.999986929681086
ADO,-0.267702499999999,0.0620244809247786,0.999986929681086
ADORA1,-0.149524999999999,0.200492017165297,0.999986929681086
ADORA2A,-0.169535000000002,0.293777430126811,0.999986929681086
ADORA2A-AS1,0.0805925000000007,0.399629260483985,0.999986929681086
ADORA2B,0.264329999999998,0.20271033971388,0.999986929681086
ADORA3,0.0714750000000008,0.599360511163448,0.999986929681086
ADPGK,0.0838474999999992,0.404889637707132,0.999986929681086
ADPRH,-0.258139999999999,0.049012842325359,0.999986929681086
ADPRHL1,-0.0659299999999998,0.601184192064413,0.999986929681086
ADPRM,0.195712500000001,0.399374523955721,0.999986929681086
ADPRS,-0.0579800000000006,0.641840631059803,0.999986929681086
ADRA1A,0.2212225,0.09379601219146,0.999986929681086
ADRA1B,-0.0323250000000002,0.729912777284539,0.999986929681086
ADRA1D,-0.146755000000002,0.331412524689931,0.999986929681086
ADRA2A,0.198147499999997,0.651427640666623,0.999986929681086
ADRA2B,0.106197500000001,0.407466103350049,0.999986929681086
