"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"A_21_P0013305",1.78033705,2.58857024166667,2.82150726065139,0.016436617021716,0.955680307052298,-4.07218586243443
"A_24_P228796",1.5083626625,3.30453613333333,2.82058878344963,0.0164637939164119,0.955680307052298,-4.07245335695473
"A_33_P3221999",0.877643937499998,8.71408720833333,2.81866155474856,0.016520964545875,0.955680307052298,-4.0730147875394
"A_21_P0002531",-2.4404708875,3.67594183333333,-2.81610586968319,0.0165970834719301,0.955680307052298,-4.07375961051667
"A_33_P3419865",1.1222505125,3.87635873333333,2.81335188139769,0.0166795000359596,0.955680307052298,-4.0745626261434
"A_33_P3302687",-0.85131065,6.68467399166667,-2.81293712298975,0.0166919474926866,0.955680307052298,-4.07468359843005
"A_23_P254863",-1.0955086625,4.49451236666667,-2.81282669828533,0.0166952630464738,0.955680307052298,-4.07471580750561
"A_33_P3299834",-0.730412424999998,6.43890408333333,-2.8121228685656,0.0167164112939207,0.955680307052298,-4.07492111871669
"A_23_P391506",1.1287135,10.4910580416667,2.8113897120616,0.0167384691225352,0.955680307052298,-4.07513501343027
"A_21_P0001825",-0.892951525,1.81798900833333,-2.81064769669454,0.0167608230112977,0.955680307052298,-4.07535152248517
"A_21_P0010559",-0.7539079,1.93717848333333,-2.80887573792748,0.0168143252915442,0.955680307052298,-4.07586867494694
"A_33_P3286846",-1.2781684875,3.296306075,-2.80752675107212,0.0168551704683573,0.955680307052298,-4.07626249602182
"A_24_P491397",-1.5776791625,2.25045289166667,-2.80695511864212,0.0168725083946801,0.955680307052298,-4.0764294073067
"A_23_P15101",2.10119605,3.20996224166667,2.80310512809207,0.0169897444134968,0.955680307052298,-4.07755403004695
"A_21_P0013426",2.21328925,2.88080754166667,2.80128893463493,0.017045330618138,0.955680307052298,-4.07808483797778
"A_21_P0008337",-1.7583247625,1.98142556666667,-2.80030586093411,0.0170754939730248,0.955680307052298,-4.07837222941989
"A_21_P0009299",-0.758140999999999,6.03201381666667,-2.79907900308922,0.0171132118579756,0.955680307052298,-4.07873096187473
"A_33_P3220381",-0.504224362499998,6.1726209,-2.79884221691433,0.0171205010360291,0.955680307052298,-4.07880020735767
"A_33_P3232871",-0.756164025,2.77457025,-2.79230595702822,0.0173229369747134,0.955680307052298,-4.08071285653456
"A_23_P106103",-1.5045620625,2.956324075,-2.79224850454878,0.0173247268720244,0.955680307052298,-4.08072967854471
"A_21_P0008704",-0.651941125,1.66419970833333,-2.79221467043871,0.0173257810394276,0.955680307052298,-4.0807395852104
"A_23_P435521",0.922427275,5.34790766666667,2.78979807552754,0.0174012401216614,0.955680307052298,-4.08144732582176
"A_33_P3405168",-0.540060000000001,7.6654725,-2.78762647707333,0.0174693280951696,0.955680307052298,-4.08208358210942
"A_33_P3412184",0.969000149999999,4.76204295,2.78700730279564,0.0174887901237578,0.955680307052298,-4.0822650401301
"A_24_P2361",1.57165225,6.07062889166667,2.78598962513459,0.0175208248893575,0.955680307052298,-4.08256332989747
"A_33_P3343442",-0.846823737500001,6.40580441666667,-2.78476445357111,0.0175594686825602,0.955680307052298,-4.08292251126563
"A_33_P3300267",1.4968545,6.31987475,2.78212269431967,0.0176430826466317,0.955680307052298,-4.08369726371117
"A_23_P99579",-0.534752312500001,6.74501790833333,-2.78179441564516,0.0176535005828426,0.955680307052298,-4.08379356444684
"A_21_P0001785",-0.99818615,2.25755391666667,-2.78149419251579,0.0176630335329848,0.955680307052298,-4.08388164009748
"A_23_P91552",-1.675985475,6.2399459,-2.78126275590705,0.0176703858082358,0.955680307052298,-4.08394953930799
"A_33_P3329686",1.00640535,3.592467425,2.78050285900901,0.0176945476193846,0.955680307052298,-4.0841724990208
