gene,logFC,P.Value,adj.P.Val
ABHYDROLASE DOMAIN CONTAINING 17C,0.0206324999999961,0.92632409064592,0.999986929681086
ABHYDROLASE DOMAIN CONTAINING 2,-0.514949999999999,0.0880210150534631,0.999986929681086
ABHYDROLASE DOMAIN CONTAINING 3,0.0876175000000003,0.71656575300375,0.999986929681086
ABHYDROLASE DOMAIN CONTAINING 4,0.125045000000002,0.533714580662577,0.999986929681086
ABHYDROLASE DOMAIN CONTAINING 5,-0.275995,0.221707243346671,0.999986929681086
ABHYDROLASE DOMAIN CONTAINING 6,-0.404259999999999,0.00285602102876589,0.999986929681086
ABHYDROLASE DOMAIN CONTAINING 8,-0.0317374999999984,0.747742913271769,0.999986929681086
ABI FAMILY,0.2906,0.250020869442784,0.999986929681086
ABL-INTERACTOR 1,0.14558,0.279852737545642,0.999986929681086
ABL-INTERACTOR 2,0.383459999999997,0.0155261674615629,0.999986929681086
ABL PROTO-ONCOGENE 1,-0.0646100000000018,0.79739833107967,0.999986929681086
ABL PROTO-ONCOGENE 2,-0.236890000000001,0.0831050742829235,0.999986929681086
ABO BLOOD GROUP (TRANSFERASE A,0.0115575000000012,0.957978415485829,0.999986929681086
ABRA C-TERMINAL LIKE,0.0411374999999978,0.824977523198077,0.999986929681086
ABSENT IN MELANOMA 1,0.421267500000002,0.397448542138936,0.999986929681086
ABSENT IN MELANOMA 1-LIKE,0.0953875000000011,0.382429209719639,0.999986929681086
ABSENT IN MELANOMA 2,0.110622500000002,0.350823674654367,0.999986929681086
ACETOACETYL-COA SYNTHETASE,-0.139564999999997,0.426569033442899,0.999986929681086
ACETOACETYL-COA SYNTHETASE PSEUDOGENE 1,0.0674874999999986,0.536034562144336,0.999986929681086
ACETYL-COA ACETYLTRANSFERASE 1,-0.283922500000001,0.0706489918432663,0.999986929681086
ACETYL-COA ACETYLTRANSFERASE 2,-0.10425,0.743634358921776,0.999986929681086
ACETYL-COA ACYLTRANSFERASE 1,-0.0804200000000019,0.452007108624194,0.999986929681086
ACETYL-COA ACYLTRANSFERASE 2,0.0802725000000013,0.400684936605548,0.999986929681086
ACETYL-COA CARBOXYLASE ALPHA,-0.230855,0.210940596546962,0.999986929681086
ACETYL-COA CARBOXYLASE BETA,-0.137579999999999,0.31243037009474,0.999986929681086
ACETYLCHOLINESTERASE (YT BLOOD GROUP),0.197005000000001,0.170048993131198,0.999986929681086
ACETYLSEROTONIN O-METHYLTRANSFERASE,0.097764999999999,0.31524280694462,0.999986929681086
ACETYLSEROTONIN O-METHYLTRANSFERASE-LIKE,-0.114627500000005,0.401394682221026,0.999986929681086
ACHAETE-SCUTE FAMILY BHLH TRANSCRIPTION FACTOR 1,0.171742500000001,0.27919457770078,0.999986929681086
ACHAETE-SCUTE FAMILY BHLH TRANSCRIPTION FACTOR 2,-0.143465,0.186701808209918,0.999986929681086
ACHAETE-SCUTE FAMILY BHLH TRANSCRIPTION FACTOR 3,-0.0778875000000001,0.570091111877287,0.999986929681086
ACHAETE-SCUTE FAMILY BHLH TRANSCRIPTION FACTOR 5,-0.0134249999999998,0.906265464657797,0.999986929681086
ACHALASIA,-0.0548150000000014,0.703203738925023,0.999986929681086
ACID-SENSING (PROTON-GATED) ION CHANNEL 1,-0.0985549999999993,0.307660463783525,0.999986929681086
ACID-SENSING (PROTON-GATED) ION CHANNEL 2,0.0503175000000002,0.678782141254616,0.999986929681086
ACID-SENSING (PROTON-GATED) ION CHANNEL FAMILY MEMBER 4,0.0736499999999998,0.586176047369537,0.999986929681086
ACID-SENSING (PROTON-GATED) ION CHANNEL FAMILY MEMBER 5,0.0611149999999996,0.559809865071937,0.999986929681086
ACID PHOSPHATASE,-0.124400000000001,0.310019394587265,0.999986929681086
ACID PHOSPHATASE 1,0.152675,0.502855928994749,0.999986929681086
ACID PHOSPHATASE 2,0.0997225000000004,0.286512432419499,0.999986929681086
ACID PHOSPHATASE 5,-0.378105000000001,0.0383587677939435,0.999986929681086
ACID PHOSPHATASE 6,0.21707,0.131918593147489,0.999986929681086
ACIDIC (LEUCINE-RICH) NUCLEAR PHOSPHOPROTEIN 32 FAMILY,0.196530000000001,0.165789551351286,0.999986929681086
ACIDIC REPEAT CONTAINING,-0.0861475000000009,0.83609771044343,0.999986929681086
ACIREDUCTONE DIOXYGENASE 1,0.489949999999999,0.00757203446744954,0.999986929681086
ACN9 HOMOLOG (S. CEREVISIAE),-0.318587499999999,0.227079936352793,0.999986929681086
ACONITASE 1,-0.116487500000002,0.321388663820991,0.999986929681086
ACONITASE 2,-0.145454999999998,0.239543377050629,0.999986929681086
ACROSIN,-0.0122150000000012,0.918126780314586,0.999986929681086
ACROSIN BINDING PROTEIN,0.0582950000000002,0.640452556346174,0.999986929681086
ACROSOMAL VESICLE PROTEIN 1,0.101495000000001,0.343972805453748,0.999986929681086
ACTA2 ANTISENSE RNA 1,-0.127062499999998,0.383787366910039,0.999986929681086
ACTIN,0.138,0.226415547658417,0.999986929681086
ACTIN-BINDING RHO ACTIVATING PROTEIN,-0.159842500000001,0.322691718674391,0.999986929681086
ACTIN-LIKE 10,0.064639999999998,0.69864097738151,0.999986929681086
ACTIN-LIKE 6A,0.115250000000001,0.273210076214925,0.999986929681086
ACTIN-LIKE 6B,0.214457499999998,0.154898569597754,0.999986929681086
ACTIN-LIKE 7A,0.0522450000000001,0.739689342390118,0.999986929681086
ACTIN-LIKE 7B,-0.0912624999999991,0.412292781249906,0.999986929681086
ACTIN-LIKE 8,0.0348775000000003,0.724920451214733,0.999986929681086
ACTIN-LIKE 9,0.276280000000001,0.182356333024618,0.999986929681086
ACTIN-RELATED PROTEIN 10 HOMOLOG (S. CEREVISIAE),0.0432250000000032,0.720240156760147,0.999986929681086
