PROBE,logFC,AveExpr,t,P.Value,adj.P.Val,B
1552578_a_at,-0.0248925000000009,3.35965125,-0.217899306527932,0.832242541840474,0.999986929681086,-4.82136056185358
1552579_a_at,0.0128399999999989,5.5551175,0.100942717500355,0.921751870839376,0.999986929681086,-4.82909822170223
1552580_at,0.192795,5.5846525,1.0822996259649,0.306547137081138,0.999986929681086,-4.60968922652637
1552582_at,0.089929999999999,3.1583525,0.833904259270147,0.425361680281907,0.999986929681086,-4.69453811460836
1552583_s_at,-0.00580249999999793,4.21032125,-0.0391079678563844,0.96963606816864,0.999986929681086,-4.8309023862809
1552584_at,-0.0106125000000006,5.48130375,-0.124224873770257,0.903797099623169,0.999986929681086,-4.82800739067761
1552585_s_at,0.0438825,3.08286125,0.36224408845316,0.725314409498372,0.999986929681086,-4.80416728243635
1552586_at,-0.1089025,5.98327125,-0.938467953453144,0.371879767115077,0.999986929681086,-4.66072145804276
1552587_at,0.0763575000000003,3.41483875,0.513824941108086,0.619432770836264,0.999986929681086,-4.7774087898428
1552588_a_at,0.113365,2.907795,0.891970843536854,0.395037238033136,0.999986929681086,-4.67612426234844
1552590_a_at,0.00575500000000062,3.4293,0.0716117317565957,0.944436644610789,0.999986929681086,-4.83015230247155
1552592_at,-0.1226125,3.06443375,-1.05366000279195,0.31880391339824,0.999986929681086,-4.62023352277461
1552594_at,0.00643250000000073,6.80786125,0.0589982524413071,0.954209491846446,0.999986929681086,-4.83049561376836
1552596_at,0.0668774999999986,7.03435625,0.65952108796404,0.52565216133838,0.999986929681086,-4.74384578787312
1552598_at,-0.000185000000000102,5.55358,-0.00151641926902351,0.99882230039353,0.999986929681086,-4.83122082345872
1552599_at,0.0682400000000012,3.9158025,0.585230520668106,0.572402263446181,0.999986929681086,-4.76187976420634
1552602_at,0.00669500000000056,6.3583125,0.0510720394476207,0.960354905934928,0.999986929681086,-4.83067746186711
1552604_at,-0.0283475000000006,5.99231875,-0.223598659053111,0.82793385787941,0.999986929681086,-4.82084026718087
1552605_s_at,-0.000702499999998718,3.95672125,-0.00523959806945191,0.995930779803236,0.999986929681086,-4.8312155776957
1552607_at,0.000417499999998405,5.72026125,0.00474881334506664,0.99631193377534,0.999986929681086,-4.83121660002476
1552608_at,0.00857500000000133,5.48687,0.0566673671369939,0.956016380964827,0.999986929681086,-4.83055180584867
1552609_s_at,0.0803650000000005,5.76127,0.757270513725223,0.467753725877612,0.999986929681086,-4.71735822771916
1552610_a_at,-0.145535000000002,7.62968,-0.522769630798054,0.61343406988781,0.999986929681086,-4.77556320610909
1552611_a_at,0.120374999999999,10.8903875,0.46242235540444,0.654472019104014,0.999986929681086,-4.78744852557288
1552612_at,-0.0620249999999993,6.2595125,-0.365285080887122,0.723118504417899,0.999986929681086,-4.80371642769951
1552613_s_at,0.0991099999999978,5.7389175,0.609614628538439,0.556805138098459,0.999986929681086,-4.75616730464713
