PROBE,logFC,AveExpr,t,P.Value,adj.P.Val,B
(+)E1A_r60_1,0.0196773333333233,18.5081323333333,0.317815472112475,0.756507959158197,0.94192075664085,-5.96274212857164
(+)E1A_r60_3,0.237892583333333,1.83172445833333,1.61082521895973,0.135189815753053,0.731690152592596,-4.82553403094556
(+)E1A_r60_a104,0.21035255,2.248937875,0.574633009794158,0.576969467829873,0.874999367194306,-5.84751756462037
(+)E1A_r60_a107,0.155971433333332,6.5644977,0.411233828714727,0.688708145517878,0.918911085821139,-5.92824444968536
(+)E1A_r60_a135,0.208498249999996,9.825339875,0.518906952023392,0.61398655114502,0.890553607572149,-5.87791349205835
(+)E1A_r60_a20,0.388563166666666,10.8494904166667,1.04289947141324,0.31911773710761,0.793368891912886,-5.48341992388571
(+)E1A_r60_a22,0.304435833333329,12.6325825833333,0.910558979009838,0.381824297960238,0.799852414530372,-5.6049281335649
(+)E1A_r60_a97,0.201009499999996,14.7250630833333,0.653269121082152,0.526847312764418,0.853193337066073,-5.79970429064819
(+)E1A_r60_n11,0.0943256666666663,16.6003346666667,0.401318525966133,0.695783153154878,0.922074963229193,-5.932313867062
(+)E1A_r60_n9,0.536836999999995,17.125826,3.10565618710081,0.00987271446137188,0.28614555685602,-2.52908917675209
3xSLv1,0.00142963333333257,1.44802101666667,0.0277079139809331,0.978385680966743,0.994964377053223,-6.01392070346145
A_19_P00315452,0.929434133333332,5.8274403,1.54413325281736,0.150497009626704,0.745422735482739,-4.91261215016154
A_19_P00315459,1.13693196666666,6.37387511666667,3.21358184663242,0.00813660856799394,0.264812945562184,-2.35384619054775
A_19_P00315482,1.13001433333333,3.17764131666667,3.79479757815676,0.00290934949991156,0.175878501797821,-1.42160174996025
A_19_P00315492,1.33875071666667,3.378757375,4.92832081399873,0.000435465829862982,0.109438807925712,0.277589510304167
A_19_P00315493,0.375748166666664,9.53161341666667,0.828243564662847,0.424936460603374,0.814259553213527,-5.67340753912788
A_19_P00315502,-0.154158916666668,1.83718934166667,-0.329682266580296,0.747761332397327,0.939877969032251,-5.95883905948088
A_19_P00315506,0.562310716666667,8.15785680833333,0.695597398769103,0.500946736333826,0.845332021256458,-5.77163082816223
A_19_P00315518,-0.485406766666667,1.7723303,-1.01769016494658,0.330436971830095,0.793368891912886,-5.50761431054578
A_19_P00315519,-0.0100281500000003,1.401190925,-0.196746540667209,0.847572431009395,0.962992641683409,-5.99449190683795
A_19_P00315524,0.761956666666661,7.56903296666667,0.759991044117756,0.463054408221952,0.828459739060511,-5.72585986237353
A_19_P00315528,0.0719907166666651,5.34941380833333,0.188273624089411,0.854050922722535,0.96477822466885,-5.99615966563625
A_19_P00315529,-0.017204966666668,5.23220496666667,-0.0686958227983945,0.946450364489343,0.989386910218991,-6.01189403750074
A_19_P00315538,0.635792899999999,1.82090588333333,1.23742702337304,0.241398410137931,0.793368891912886,-5.28116954561615
A_19_P00315541,0.0372494166666668,1.51632719166667,0.479220501684333,0.641058937306887,0.902165901703394,-5.89776434420671
A_19_P00315543,0.460021649999998,4.753578375,1.37071872184704,0.197470506523342,0.776183560000486,-5.12787293706522
A_19_P00315550,-0.190106250000001,8.345991375,-1.51387268069352,0.157925424451524,0.750666931030713,-4.95136900220892
A_19_P00315551,0.334546,8.81719216666667,3.4402881942618,0.00543102937499671,0.221159710640416,-1.98723634393849
A_19_P00315554,0.958286783333334,3.72799095833333,3.45088143665947,0.00532984773822885,0.220000007125002,-1.97017921148395
A_19_P00315581,0.0488429999999944,12.0301636666667,0.156495463809753,0.87844501696382,0.971283644949352,-6.00176455095055
A_19_P00315583,-0.212629000000002,6.544165,-0.514121890203643,0.61722020368796,0.891985609707695,-5.88038663867609
A_19_P00315584,-0.186651700000003,7.3463089,-0.503126726457491,0.6246825647654,0.894893717382673,-5.88598685086461
A_19_P00315587,0.0530867499999994,2.15714065833333,0.0818883786731005,0.936189532444331,0.986751599984311,-6.01087540316762
A_19_P00315593,0.172760566666665,4.88297836666667,0.859603251854282,0.408141007551091,0.808651724606969,-5.64798131848716
A_19_P00315601,-0.241634999999999,11.9720178333333,-1.01867641738785,0.329988631945245,0.793368891912886,-5.5066768508688
A_19_P00315603,-0.292742500000003,11.2905065833333,-1.25717700095719,0.234429767406828,0.793368891912886,-5.25917306653869
A_19_P00315625,-0.627690916666667,3.126626125,-1.75980846943155,0.10586000395679,0.689005481324049,-4.62336494008073
A_19_P00315627,-0.394031933333334,5.31284056666667,-1.36157696010761,0.200255948467923,0.776890424997978,-5.13874062367589
A_19_P00315631,-0.074740816666667,1.580068475,-0.608427822941426,0.555116887406018,0.865607698729111,-5.82766800653171
A_19_P00315633,-0.185462416666667,1.742019025,-0.372098941284802,0.716806601033787,0.929628892612236,-5.94374496011085
A_19_P00315641,-0.212975350000002,3.659814375,-0.327182655605966,0.749600688598307,0.940268435782573,-5.9596728546739
A_19_P00315647,0.907855233333332,2.84725761666667,1.40508258062582,0.187287585583743,0.771979662616754,-5.08657491329979
A_19_P00315649,0.284549349999994,7.219346375,1.36133277886956,0.200330794821825,0.776890424997978,-5.13903021300087
A_19_P00315651,0.161112116666667,6.09437199166667,0.128149310669652,0.900316977792097,0.977540539194702,-6.00589596792372
A_19_P00315668,0.115516016666666,7.14407440833333,0.510050202687065,0.619978451454815,0.893105284569108,-5.88247392149073
A_19_P00315691,0.256631183333331,5.30791554166667,1.58271631401166,0.14146687056271,0.737585105632855,-4.86250795906038
A_19_P00315693,-0.115175283333335,6.01897294166667,-1.08566292812904,0.300582379791752,0.793368891912886,-5.44128700338509
A_19_P00315705,-0.35600715,6.11291935833333,-2.03199926981728,0.0667218507618928,0.598761935940516,-4.23090250529018
A_19_P00315716,0.00538533333333113,8.24910266666667,0.0290761994657728,0.977318632358668,0.994911124003478,-6.01388084540731
A_19_P00315717,0.217162999999998,10.179971,0.819439685646806,0.429733314105969,0.815660579994866,-5.68039692664063
A_19_P00315718,0.170019166666663,10.4680679166667,0.612393990050876,0.552582725986935,0.8644209937984,-5.82526907150058
A_19_P00315725,0.177276299999999,1.55320758333333,0.606587050822267,0.556295234679555,0.865948386538015,-5.82877646270508
