Gene_ID,baseMean,log2FoldChange,lfcSE,pvalue,padj,Is_Significant,Gene_Class
ABHD11-AS1,70.57073317323973,-3.0147662134773254e-7,0.0014426872030707898,0.8949496181974615,0.9905620737243964,FALSE,Not Significant
ABHD12,6674.479665759663,-1.818733580376053e-5,0.0014426819993560711,0.010943362299504792,0.5072673399095549,FALSE,Not Significant
ABHD12B,0.35251991928904114,-1.3615710619051323e-7,0.0014426947898185407,0.7090827339812759,NA,FALSE,Not Significant
ABHD13,531.964531043923,5.899614097923893e-6,0.0014426247030388509,0.4272574388486287,0.9688813272657867,FALSE,Not Significant
ABHD14A,153.10624473181778,-1.14520262289082e-5,0.00144268650656723,0.017004608407238442,0.6001003921309666,FALSE,Not Significant
ABHD14B,714.963026731909,-8.912790835782078e-6,0.0014426643968534823,0.11581904255979793,0.8890001699867535,FALSE,Not Significant
ABHD15,360.48867491004717,-9.634590284211216e-6,0.0014426447426209661,0.16053559268383102,0.9070001564911886,FALSE,Not Significant
ABHD16A,1735.3217079896194,-4.304281258800042e-6,0.0014424897137738449,0.4697370680180993,0.969632718548309,FALSE,Not Significant
ABHD16B,4.766693821502897,-8.047820631006165e-7,0.0014426909794483852,0.6410379832918888,0.9802205185694565,FALSE,Not Significant
ABHD17A,3337.0657280614,-1.8470146995209998e-5,0.0014426146988740106,0.06582955706854579,0.8256727641042584,FALSE,Not Significant
